date,All Employees: Retail Trade: Food and Beverage Stores,state,msa,city,title,id,frequency,seasonal_adjustment
2010-02-01,53.8185908238925,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2010-03-01,53.9477631526153,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2010-04-01,54.52712604668611,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2010-05-01,54.672332174272796,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2010-06-01,54.6635895695911,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2010-07-01,54.532934473923,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2010-08-01,54.7513377301656,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2010-09-01,54.9463676639632,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2010-10-01,54.8265232193748,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2010-11-01,55.03912666494221,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2010-12-01,55.0379090414448,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2011-01-01,55.1624627407191,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2011-02-01,55.266965146637794,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2011-03-01,55.6215438373872,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2011-04-01,55.5046510850082,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2011-05-01,55.640196754037504,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2011-06-01,55.962915574001705,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2011-07-01,54.6398593348867,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2011-08-01,55.1016050164365,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2011-09-01,54.5486213878946,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2011-10-01,55.7415473790038,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2011-11-01,55.9451157898245,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2011-12-01,56.21850983454021,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2012-01-01,56.3468842370391,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2012-02-01,56.3150348291743,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2012-03-01,56.065698735247295,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2012-04-01,56.4026578562239,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2012-05-01,56.83283730922879,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2012-06-01,57.1730634974761,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2012-07-01,57.1054280197938,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2012-08-01,57.648925978059594,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2012-09-01,57.9605774659034,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2012-10-01,58.253956985243505,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2012-11-01,58.4537872013552,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2012-12-01,58.77968354351871,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2013-01-01,58.9363333864612,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2013-02-01,59.1583577496902,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2013-03-01,59.08232702064961,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2013-04-01,59.6333365799376,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2013-05-01,59.6613884384155,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2013-06-01,59.866915019519,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2013-07-01,60.2606884189168,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2013-08-01,60.597639433481,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2013-09-01,60.3987760164793,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2013-10-01,60.0625181896974,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2013-11-01,59.860885834295395,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2013-12-01,59.908391661065,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2014-01-01,60.3535340266945,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2014-02-01,60.5022500606308,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2014-03-01,60.5512937479091,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2014-04-01,60.85517371427421,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2014-05-01,60.79597964708471,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2014-06-01,61.159662410582506,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2014-07-01,61.92254394554811,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2014-08-01,62.1026605687854,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2014-09-01,61.945609440957604,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2014-10-01,62.3650718512243,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2014-11-01,62.87769892978889,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2014-12-01,62.8177413341145,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2015-01-01,62.8516394633411,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2015-02-01,63.435787517592004,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2015-03-01,64.10991238056721,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2015-04-01,64.2581788116949,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2015-05-01,64.9289504664614,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2015-06-01,64.93236731203629,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2015-07-01,65.33439182953171,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2015-08-01,65.6384491453151,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2015-09-01,66.02284467896051,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2015-10-01,66.1693633699046,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2015-11-01,66.5698607385149,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2015-12-01,66.7966196624745,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2016-01-01,66.9381690684759,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2016-02-01,67.083844919039,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2016-03-01,67.4482522110426,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2016-04-01,66.759135453742,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2016-05-01,66.7452887683047,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2016-06-01,67.10963187466851,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2016-07-01,67.2861886831394,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2016-08-01,67.20989017883679,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2016-09-01,66.77403088743529,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2016-10-01,67.6783525912913,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2016-11-01,67.3390549192943,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2016-12-01,68.2510272404142,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2017-01-01,67.7032201949014,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2017-02-01,67.766929848866,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2017-03-01,67.9118893128077,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2017-04-01,68.0688826966454,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2017-05-01,68.0772033451983,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2017-06-01,67.8639803974651,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2017-07-01,67.5577237173289,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2017-08-01,67.2571729594419,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2017-09-01,66.3034935799581,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2017-10-01,66.9516357654729,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2017-11-01,66.6973778902386,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2017-12-01,66.7177542179884,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2018-01-01,66.4829300721113,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2018-02-01,66.609961250891,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2018-03-01,66.3948776833125,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2018-04-01,66.4713146710928,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2018-05-01,66.5007737184552,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2018-06-01,66.4435679875573,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2018-07-01,66.2010656919422,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2018-08-01,66.27208277408,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2018-09-01,66.0873906350072,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2018-10-01,66.30185019235229,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2018-11-01,66.6513213602902,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2018-12-01,66.8112693401676,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2019-01-01,66.9957110445586,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2019-02-01,66.7950498682059,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2019-03-01,66.6058453799793,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2019-04-01,65.2801742744324,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2019-05-01,65.2131372280846,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2019-06-01,65.2296099330288,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
2019-07-01,65.312703154825,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Retail Trade: Food and Beverage Stores in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264204244500001SA,Monthly,Seasonally Adjusted
