,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,msa,city,state,clean_title
27379,SMU20486200600000001SA,2021-12-08,2021-12-08,"All Employees: Goods Producing in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:13-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU20486200600000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Goods Producing
27380,SMU20486200700000001,2021-12-08,2021-12-08,"All Employees: Service-Providing in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:22:59-06,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Service-Providing
27381,SMU20486200700000001A,2021-12-08,2021-12-08,"All Employees: Service-Providing in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:36:44-05,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Service-Providing
27382,SMU20486200700000001SA,2021-12-08,2021-12-08,"All Employees: Service-Providing in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:13-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU20486200700000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Service-Providing
27383,SMU20486200800000001,2021-12-08,2021-12-08,"All Employees: Private Service Providing in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:22:59-06,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Private Service Providing
27384,SMU20486200800000001A,2021-12-08,2021-12-08,"All Employees: Private Service Providing in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:52:22-05,0.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Private Service Providing
27385,SMU20486200800000001SA,2021-12-08,2021-12-08,"All Employees: Private Service Providing in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:12-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU20486200800000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Private Service Providing
27386,SMU20486201500000001A,2021-12-08,2021-12-08,"All Employees: Mining, Logging, and Construction in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:52:22-05,0.0,1.0,,"Wichita, KS",Wichita,KS,"All Employees: Mining, Logging, and Construction"
27387,SMU20486203000000001A,2021-12-08,2021-12-08,"All Employees: Manufacturing in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:36:44-05,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Manufacturing
27412,SMU20486204000000001A,2021-12-08,2021-12-08,"All Employees: Trade, Transportation, and Utilities in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:36:43-05,1.0,1.0,,"Wichita, KS",Wichita,KS,"All Employees: Trade, Transportation, and Utilities"
27416,SMU20486204200000001,2021-12-08,2021-12-08,"All Employees: Retail Trade in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:21:39-06,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Retail Trade
27417,SMU20486204200000001A,2021-12-08,2021-12-08,"All Employees: Retail Trade in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:36:43-05,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Retail Trade
27418,SMU20486204200000001SA,2021-12-08,2021-12-08,"All Employees: Retail Trade in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:11-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU20486204200000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Retail Trade
27425,SMU20486205000000001A,2021-12-08,2021-12-08,"All Employees: Information in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:36:43-05,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Information
27426,SMU20486205500000001A,2021-12-08,2021-12-08,"All Employees: Financial Activities in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:36:43-05,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Financial Activities
27427,SMU20486206000000001A,2021-12-08,2021-12-08,"All Employees: Professional and Business Services in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:36:43-05,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Professional and Business Services
27437,SMU20486206500000001A,2021-12-08,2021-12-08,"All Employees: Education and Health Services in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:36:42-05,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Education and Health Services
27447,SMU20486207000000001A,2021-12-08,2021-12-08,"All Employees: Leisure and Hospitality in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:36:42-05,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Leisure and Hospitality
27454,SMU20486208000000001A,2021-12-08,2021-12-08,"All Employees: Other Services in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:52:22-05,0.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Other Services
27455,SMU20486209000000001A,2021-12-08,2021-12-08,"All Employees: Government in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:36:42-05,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Government
27456,SMU20486209091000001,2021-12-08,2021-12-08,"All Employees: Government: Federal Government in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:45:03-06,2.0,2.0,,"Wichita, KS",Wichita,KS,All Employees: Government: Federal Government
27457,SMU20486209091000001A,2021-12-08,2021-12-08,"All Employees: Federal Government in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:36:42-05,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Federal Government
27458,SMU20486209091000001SA,2021-12-08,2021-12-08,"All Employees: Government: Federal Government in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:07-06,1.0,2.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU20486209091000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Government: Federal Government
27459,SMU20486209092000001,2021-12-08,2021-12-08,"All Employees: Government: State Government in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:21:38-06,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Government: State Government
27460,SMU20486209092000001A,2021-12-08,2021-12-08,"All Employees: State Government in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:36:42-05,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: State Government
27461,SMU20486209092000001SA,2021-12-08,2021-12-08,"All Employees: Government: State Government in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:07-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU20486209092000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Government: State Government
27462,SMU20486209093000001,2021-12-08,2021-12-08,"All Employees: Government: Local Government in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:21:37-06,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Government: Local Government
27463,SMU20486209093000001A,2021-12-08,2021-12-08,"All Employees: Local Government in Wichita, KS (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:36:41-05,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Local Government
27464,SMU20486209093000001SA,2021-12-08,2021-12-08,"All Employees: Government: Local Government in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:07-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU20486209093000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Government: Local Government
27466,WICH620EDUH,2021-12-08,2021-12-08,"All Employees: Education and Health Services in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:27-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/WICH620EDUHN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Education and Health Services
27467,WICH620EDUHN,2021-12-08,2021-12-08,"All Employees: Education and Health Services in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:19:38-06,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Education and Health Services
27468,WICH620FIRE,2021-12-08,2021-12-08,"All Employees: Financial Activities in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:27-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/WICH620FIREN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Financial Activities
27469,WICH620FIREN,2021-12-08,2021-12-08,"All Employees: Financial Activities in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:19:37-06,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Financial Activities
27470,WICH620GOVT,2021-12-08,2021-12-08,"All Employees: Government in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:27-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/WICH620GOVTN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Government
27471,WICH620GOVTN,2021-12-08,2021-12-08,"All Employees: Government in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:19:37-06,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Government
27472,WICH620INFO,2021-12-08,2021-12-08,"All Employees: Information in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:26-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/WICH620INFON).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Information
27473,WICH620INFON,2021-12-08,2021-12-08,"All Employees: Information in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:19:37-06,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Information
27474,WICH620LEIH,2021-12-08,2021-12-08,"All Employees: Leisure and Hospitality in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:26-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/WICH620LEIHN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Leisure and Hospitality
27475,WICH620LEIHN,2021-12-08,2021-12-08,"All Employees: Leisure and Hospitality in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:19:37-06,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Leisure and Hospitality
27478,WICH620MFG,2021-12-08,2021-12-08,"All Employees: Manufacturing in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:26-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/WICH620MFGN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Manufacturing
27479,WICH620MFGN,2021-12-08,2021-12-08,"All Employees: Manufacturing in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:19:36-06,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Manufacturing
27480,WICH620NA,2021-12-08,2021-12-08,"All Employees: Total Nonfarm in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 14:52:15-06,2.0,3.0,,"Wichita, KS",Wichita,KS,All Employees: Total Nonfarm
27481,WICH620NAN,2021-12-08,2021-12-08,"All Employees: Total Nonfarm in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:19:36-06,1.0,3.0,,"Wichita, KS",Wichita,KS,All Employees: Total Nonfarm
27482,WICH620NRMN,2021-12-08,2021-12-08,"All Employees: Mining, Logging, and Construction in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:26-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/WICH620NRMNN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,"All Employees: Mining, Logging, and Construction"
27483,WICH620NRMNN,2021-12-08,2021-12-08,"All Employees: Mining, Logging, and Construction in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:19:36-06,1.0,1.0,,"Wichita, KS",Wichita,KS,"All Employees: Mining, Logging, and Construction"
27484,WICH620PBSV,2021-12-08,2021-12-08,"All Employees: Professional and Business Services in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:25-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/WICH620PBSVN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Professional and Business Services
27485,WICH620PBSVN,2021-12-08,2021-12-08,"All Employees: Professional and Business Services in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:19:36-06,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Professional and Business Services
27486,WICH620PCPI,2021-12-08,2021-12-08,"Per Capita Personal Income in Wichita, KS (MSA)",1969-01-01,2020-01-01,Annual,A,Dollars,$,Not Seasonally Adjusted,NSA,2021-11-16 07:38:21-06,3.0,3.0,,"Wichita, KS",Wichita,KS,Per Capita Personal Income
