id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,msa,city,state
ACTLISCOUYY16700,2021-12-07,2021-12-07,"Housing Inventory: Active Listing Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:37:45-06,1,1,The count of active single-family and condo/townhome listings for a given market during the specified month (excludes pending listings).,"Charleston-North Charleston, SC",Charleston,SC
ATNHPIUS16700Q,2021-12-07,2021-12-07,"All-Transactions House Price Index for Charleston-North Charleston, SC (MSA)",1978-07-01,2021-07-01,Quarterly,Q,Index 1995:Q1=100,Index 1995 Q1=100,Not Seasonally Adjusted,NSA,2021-11-30 09:03:23-06,17,17,Estimated using sales prices and appraisal data.,"Charleston-North Charleston, SC",Charleston,SC
AVELISPRI16700,2021-12-07,2021-12-07,"Housing Inventory: Average Listing Price in Charleston-North Charleston, SC (CBSA)",2016-07-01,2021-11-01,Monthly,M,U.S. Dollars,U.S. $,Not Seasonally Adjusted,NSA,2021-12-06 16:46:13-06,1,1,The average listing price in a given market during the specified month.,"Charleston-North Charleston, SC",Charleston,SC
AVELISPRIMM16700,2021-12-07,2021-12-07,"Housing Inventory: Average Listing Price Month-Over-Month in Charleston-North Charleston, SC (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:36:32-06,1,1,The average listing price in a given market during the specified month.,"Charleston-North Charleston, SC",Charleston,SC
AVELISPRIYY16700,2021-12-07,2021-12-07,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston-North Charleston, SC (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:33:45-06,1,1,The average listing price in a given market during the specified month.,"Charleston-North Charleston, SC",Charleston,SC
CHAR745BP1FH,2021-12-07,2021-12-07,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Charleston-North Charleston, SC (MSA)",1988-01-01,2021-10-01,Monthly,M,Units,Units,Not Seasonally Adjusted,NSA,2021-11-24 08:02:11-06,1,1,"This series represents the total number of building permits for 1-unit structure types. The 1-unit structure type is a single-family home or house. A single-family home or house types include fully detached, semidetached (semidetached, side-by-side), row houses, and townhouses. For attached units, each must be separated from the adjacent unit by a ground-to-roof wall in order to be classified as a single-family structure. These units also must not share heating/air-conditioning systems or utilities. Units built on top of one another and those built side-by-side that do not have a ground-to-roof wall and/or have common facilities (i.e., attic, basement, heating plant, plumbing, etc.) are not included under single-family structures.

The Saint Louis Federal Reserve Bank uses the most recent Metropolitan Statistical Area definitions released by the Office of Management and Budget. For more information on specific definitions visit here (https://census.gov/programs-surveys/metro-micro.html).","Charleston-North Charleston, SC",Charleston,SC
CHAR745BP1FHSA,2021-12-07,2021-12-07,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Charleston-North Charleston, SC (MSA)",1988-01-01,2021-10-01,Monthly,M,Units,Units,Seasonally Adjusted,SA,2021-11-24 08:03:13-06,1,1,"This series represents the total number of building permits for 1-unit structure types. The 1-unit structure type is a single-family home or house. A single-family home or house types include fully detached, semidetached (semidetached, side-by-side), row houses, and townhouses. For attached units, each must be separated from the adjacent unit by a ground-to-roof wall in order to be classified as a single-family structure. These units also must not share heating/air-conditioning systems or utilities. Units built on top of one another and those built side-by-side that do not have a ground-to-roof wall and/or have common facilities (i.e., attic, basement, heating plant, plumbing, etc.) are not included under single-family structures.

The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/CHAR745BP1FH).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
CHAR745BPPRIV,2021-12-07,2021-12-07,"New Private Housing Structures Authorized by Building Permits for Charleston-North Charleston, SC (MSA)",1988-01-01,2021-10-01,Monthly,M,Units,Units,Not Seasonally Adjusted,NSA,2021-11-24 07:58:10-06,7,8,"This series represents the total number of building permits for all structure types. Structure types include 1-unit, 2-unit, 3-unit, 4-unit, and 5-unit or more.

The Saint Louis Federal Reserve Bank uses the most recent Metropolitan Statistical Area definitions released by the Office of Management and Budget. For more information on specific definitions visit here (https://census.gov/programs-surveys/metro-micro.html).","Charleston-North Charleston, SC",Charleston,SC
CHAR745BPPRIVSA,2021-12-07,2021-12-07,"New Private Housing Structures Authorized by Building Permits for Charleston-North Charleston, SC (MSA)",1988-01-01,2021-10-01,Monthly,M,Units,Units,Seasonally Adjusted,SA,2021-11-24 08:03:13-06,1,8,"This series represents the total number of building permits for all structure types. Structure types include 1-unit, 2-unit, 3-unit, 4-unit, and 5-unit or more.

The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/CHAR745BPPRIV).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
CHAR745EDUH,2021-12-07,2021-12-07,"All Employees: Education and Health Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:00:57-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/CHAR745EDUHN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
CHAR745EDUHN,2021-12-07,2021-12-07,"All Employees: Education and Health Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:54:30-06,1,1,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745FIRE,2021-12-07,2021-12-07,"All Employees: Financial Activities in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:00:57-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/CHAR745FIREN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
CHAR745FIREN,2021-12-07,2021-12-07,"All Employees: Financial Activities in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:54:29-06,1,1,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745GOVT,2021-12-07,2021-12-07,"All Employees: Government in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:00:57-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/CHAR745GOVTN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
CHAR745GOVTN,2021-12-07,2021-12-07,"All Employees: Government in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:54:29-06,1,1,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745INFO,2021-12-07,2021-12-07,"All Employees: Information in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:00:57-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/CHAR745INFON).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
CHAR745INFON,2021-12-07,2021-12-07,"All Employees: Information in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:54:29-06,1,1,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745LEIH,2021-12-07,2021-12-07,"All Employees: Leisure and Hospitality in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:00:57-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/CHAR745LEIHN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
CHAR745LEIHN,2021-12-07,2021-12-07,"All Employees: Leisure and Hospitality in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:54:29-06,1,1,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745LF,2021-12-07,2021-12-07,"Civilian Labor Force in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Persons,Persons,Smoothed Seasonally Adjusted,SSA,2021-12-02 13:11:48-06,1,2,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745LFN,2021-12-07,2021-12-07,"Civilian Labor Force in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Persons,Persons,Not Seasonally Adjusted,NSA,2021-12-02 10:14:41-06,2,2,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745MFG,2021-12-07,2021-12-07,"All Employees: Manufacturing in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:00:56-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/CHAR745MFGN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
CHAR745MFGN,2021-12-07,2021-12-07,"All Employees: Manufacturing in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:54:28-06,1,1,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745NA,2021-12-07,2021-12-07,"All Employees: Total Nonfarm in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 14:51:12-06,2,4,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745NAN,2021-12-07,2021-12-07,"All Employees: Total Nonfarm in Charleston-North Charleston, SC (MSA)",1970-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:39:06-06,1,4,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745NRMN,2021-12-07,2021-12-07,"All Employees: Mining, Logging, and Construction in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:00:56-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/CHAR745NRMNN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
CHAR745NRMNN,2021-12-07,2021-12-07,"All Employees: Mining, Logging, and Construction in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:54:28-06,1,1,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745PBSV,2021-12-07,2021-12-07,"All Employees: Professional and Business Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:00:56-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/CHAR745PBSVN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
CHAR745PBSVN,2021-12-07,2021-12-07,"All Employees: Professional and Business Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:54:28-06,1,1,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745PCPI,2021-12-07,2021-12-07,"Per Capita Personal Income in Charleston-North Charleston, SC (MSA)",1969-01-01,2020-01-01,Annual,A,Dollars,$,Not Seasonally Adjusted,NSA,2021-11-16 07:38:20-06,2,2,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745SRVO,2021-12-07,2021-12-07,"All Employees: Other Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:00:55-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/CHAR745SRVON).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
CHAR745SRVON,2021-12-07,2021-12-07,"All Employees: Other Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:54:28-06,1,1,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745TRAD,2021-12-07,2021-12-07,"All Employees: Trade, Transportation, and Utilities in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:00:55-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/CHAR745TRADN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
CHAR745TRADN,2021-12-07,2021-12-07,"All Employees: Trade, Transportation, and Utilities in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:54:28-06,1,1,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745UR,2021-12-07,2021-12-07,"Unemployment Rate in Charleston-North Charleston-Summerville, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Percent,%,Smoothed Seasonally Adjusted,SSA,2021-12-02 13:10:39-06,2,10,,"Charleston-North Charleston, SC",Charleston,SC
CHAR745URN,2021-12-07,2021-12-07,"Unemployment Rate in Charleston-North Charleston-Summerville, SC (MSA)",1990-01-01,2021-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-02 10:07:18-06,9,10,,"Charleston-North Charleston, SC",Charleston,SC
CRLPOP,2021-12-07,2021-12-07,"Resident Population in Charleston-North Charleston, SC (MSA)",2000-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-05-05 14:46:25-05,13,13,All observations are July 1 estimates of each year.,"Charleston-North Charleston, SC",Charleston,SC
DESCMSA16700,2021-12-07,2021-12-07,"Market Hotness: Demand Score in Charleston-North Charleston, SC (CBSA)",2017-08-01,2021-11-01,Monthly,M,Score,Score,Not Seasonally Adjusted,NSA,2021-12-02 16:31:18-06,1,1,The demand score is an index representing a market's average listing views on realtor.com relative to other markets.,"Charleston-North Charleston, SC",Charleston,SC
ENUC167030010,2021-12-07,2021-12-07,"Total Quarterly Wages in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-04-01,Quarterly,Q,Dollars,$,Not Seasonally Adjusted,NSA,2021-12-01 11:10:58-06,3,3,"Total wages are the wages paid by Unemployment Insurance covered employers during the calendar quarter, regardless of when the services were performed. Included in wages are pay for vacation and other paid leave, bonuses, stock options, tips, the cash val","Charleston-North Charleston, SC",Charleston,SC
ENUC167030010SA,2021-12-07,2021-12-07,"Total Quarterly Wages in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-04-01,Quarterly,Q,Dollars,$,Seasonally Adjusted,SA,2021-12-01 11:19:41-06,1,3,"Total wages are the wages paid by Unemployment Insurance covered employers during the calendar quarter, regardless of when the services were performed. Included in wages are pay for vacation and other paid leave, bonuses, stock options, tips, the cash val

The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. In some cases, the NSA data will be updated but the SA data will not be updated. The reason is usually that the data series has not accumulated enough new seasonal factors to trigger an adjustment.The NSA series can be located here (https://fred.stlouisfed.org/series/ENUC167030010) The FRED team is currently working on a new procedure to replace SA data that has not yet be updated with NSA data that has been updated.

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
ENUC167040010,2021-12-07,2021-12-07,"Average Weekly Wages for Employees in Total Covered Establishments in Charleston-North Charleston-Summerville, SC (MSA)",1990-01-01,2021-04-01,Quarterly,Q,Dollars per Week,$ per Week,Not Seasonally Adjusted,NSA,2021-12-01 11:10:58-06,1,1,"Average weekly wages are the wages paid by unemployment insurance covered employers during the calendar quarter, regardless of when the services were performed. Included in wages are pay for vacation and other paid leave, bonuses, stock options, tips, the cash value of meals and lodging, and in some States, contributions to deferred compensation plans (such as 401(k) plans).","Charleston-North Charleston, SC",Charleston,SC
ENUC167040010SA,2021-12-07,2021-12-07,"Average Weekly Wages for Employees in Total Covered Establishments in Charleston-North Charleston-Summerville, SC (MSA)",1990-01-01,2021-04-01,Quarterly,Q,Dollars per Week,$ per Week,Seasonally Adjusted,SA,2021-12-01 11:19:41-06,1,1,"Average weekly wages are the wages paid by unemployment insurance covered employers during the calendar quarter, regardless of when the services were performed. Included in wages are pay for vacation and other paid leave, bonuses, stock options, tips, the cash value of meals and lodging, and in some States, contributions to deferred compensation plans (such as 401(k) plans). 

The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. In some cases, the NSA data will be updated but the SA data will not be updated. The reason is usually that the data series has not accumulated enough new seasonal factors to trigger an adjustment.The NSA series can be located here (https://fred.stlouisfed.org/series/ENUC167040010) The FRED team is currently working on a new procedure to replace SA data that has not yet be updated with NSA data that has been updated.

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Charleston-North Charleston, SC",Charleston,SC
ENUC167040110,2021-12-07,2021-12-07,"Average Weekly Wages for Employees in Federal Government Establishments in Charleston-North Charleston-Summerville, SC (MSA)",1990-01-01,2021-04-01,Quarterly,Q,Dollars per Week,$ per Week,Not Seasonally Adjusted,NSA,2021-12-01 11:10:58-06,1,1,"Average weekly wages are the wages paid by unemployment insurance covered employers during the calendar quarter, regardless of when the services were performed. Included in wages are pay for vacation and other paid leave, bonuses, stock options, tips, the cash value of meals and lodging, and in some States, contributions to deferred compensation plans (such as 401(k) plans).","Charleston-North Charleston, SC",Charleston,SC
