date,All Employees: Health Care: Ambulatory Health Care Services,state,msa,city,title,id,frequency,seasonal_adjustment
2002-11-01,195.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2002-12-01,195.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2003-01-01,195.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2003-02-01,196.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2003-03-01,197.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2003-04-01,199.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2003-05-01,200.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2003-06-01,200.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2003-07-01,200.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2003-08-01,201.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2003-09-01,201.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2003-10-01,202.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2003-11-01,202.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2003-12-01,203.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2004-01-01,205.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2004-02-01,206.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2004-03-01,206.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2004-04-01,206.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2004-05-01,206.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2004-06-01,207.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2004-07-01,208.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2004-08-01,208.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2004-09-01,207.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2004-10-01,209,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2004-11-01,209.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2004-12-01,210,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2005-01-01,209.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2005-02-01,210,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2005-03-01,210.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2005-04-01,210.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2005-05-01,210.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2005-06-01,211.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2005-07-01,210.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2005-08-01,211,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2005-09-01,211.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2005-10-01,212.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2005-11-01,212.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2005-12-01,213.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2006-01-01,213.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2006-02-01,213.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2006-03-01,214.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2006-04-01,214.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2006-05-01,214.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2006-06-01,215.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2006-07-01,214.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2006-08-01,215.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2006-09-01,216.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2006-10-01,216.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2006-11-01,216.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2006-12-01,216.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2007-01-01,217.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2007-02-01,217.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2007-03-01,218.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2007-04-01,217.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2007-05-01,218.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2007-06-01,220.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2007-07-01,222.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2007-08-01,222.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2007-09-01,223.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2007-10-01,224.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2007-11-01,224.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2007-12-01,224.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2008-01-01,227.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2008-02-01,228.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2008-03-01,228.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2008-04-01,228.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2008-05-01,228.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2008-06-01,228.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2008-07-01,229.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2008-08-01,229.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2008-09-01,230.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2008-10-01,230,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2008-11-01,230.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2008-12-01,230.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2009-01-01,230,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2009-02-01,229.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2009-03-01,230.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2009-04-01,230.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2009-05-01,231.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2009-06-01,232.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2009-07-01,231.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2009-08-01,232.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2009-09-01,231.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2009-10-01,236,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2009-11-01,236.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2009-12-01,236.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2010-01-01,237.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2010-02-01,237.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2010-03-01,237.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2010-04-01,239.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2010-05-01,239.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2010-06-01,240,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2010-07-01,240.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2010-08-01,240.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2010-09-01,240.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2010-10-01,241.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2010-11-01,241.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2010-12-01,241.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2011-01-01,243.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2011-02-01,244.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2011-03-01,244.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2011-04-01,244.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2011-05-01,244.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2011-06-01,245,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
