id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,msa,city,state
LAUMT363562000000003A,2021-12-11,2021-12-11,"Unemployment Rate in New York-Newark-Jersey City, NY-NJ-PA (MSA)",1990-01-01,2020-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2021-04-16 14:27:04-05,5,27,,"New York-Newark-Jersey City, NY-NJ-PA",New York,NY
LAUMT363562000000004,2021-12-11,2021-12-11,"Unemployed Persons in New York-Newark-Jersey City, NY-NJ-PA (MSA)",1990-01-01,2021-10-01,Monthly,M,Persons,Persons,Not Seasonally Adjusted,NSA,2021-12-02 10:10:48-06,1,1,"These data come from the Current Population Survey (CPS), also known as the household survey.

Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.

For more details, see the release's frequently asked questions (https://www.bls.gov/lau/laufaq.htm).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
LAUMT363562000000004A,2021-12-11,2021-12-11,"Unemployed Persons in New York-Newark-Jersey City, NY-NJ-PA (MSA)",1990-01-01,2020-01-01,Annual,A,Persons,Persons,Not Seasonally Adjusted,NSA,2021-04-16 14:47:10-05,1,1,"These data come from the Current Population Survey (CPS), also known as the household survey.

Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.

For more details, see the release's frequently asked questions (https://www.bls.gov/lau/laufaq.htm).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
LAUMT363562000000005,2021-12-11,2021-12-11,"Employed Persons in New York-Newark-Jersey City, NY-NJ-PA (MSA)",1990-01-01,2021-10-01,Monthly,M,Persons,Persons,Not Seasonally Adjusted,NSA,2021-12-02 10:10:48-06,1,2,"These data come from the Current Population Survey (CPS), also known as the household survey.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

For more details, see the release's frequently asked questions (https://www.bls.gov/lau/laufaq.htm).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
LAUMT363562000000005A,2021-12-11,2021-12-11,"Employed Persons in New York-Newark-Jersey City, NY-NJ-PA (MSA)",1990-01-01,2020-01-01,Annual,A,Persons,Persons,Not Seasonally Adjusted,NSA,2021-04-16 14:47:10-05,1,2,"These data come from the Current Population Survey (CPS), also known as the household survey.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

For more details, see the release's frequently asked questions (https://www.bls.gov/lau/laufaq.htm).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
LAUMT363562000000006A,2021-12-11,2021-12-11,"Civilian Labor Force in New York-Newark-Jersey City, NY-NJ-PA (MSA)",1990-01-01,2020-01-01,Annual,A,Persons,Persons,Not Seasonally Adjusted,NSA,2021-04-16 14:47:10-05,2,6,"These data come from the Current Population Survey (CPS), also known as the household survey.

Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.

For more details, see the release's frequently asked questions (https://www.bls.gov/lau/laufaq.htm).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
LDPEPRMMMSA35620,2021-12-11,2021-12-11,"Market Hotness: Listing Views per Property in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2018-08-01,2021-11-01,Monthly,M,Percent Change,% Chg.,Not Seasonally Adjusted,NSA,2021-12-07 09:03:59-06,1,1,"The percentage change in average listings views on realtor.com from the previous month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
LDPEPRVSUSMSA35620,2021-12-11,2021-12-11,"Market Hotness: Listing Views per Property Versus the United States in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-08-01,2021-11-01,Monthly,M,Ratio,Ratio,Not Seasonally Adjusted,NSA,2021-12-02 16:24:57-06,1,1,"The average listing views on realtor.com for properties in a given market divided by the average listing views on realtor.com in the U.S.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
LDPEPRYYMSA35620,2021-12-11,2021-12-11,"Market Hotness: Listing Views per Property in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2018-08-01,2021-11-01,Monthly,M,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2021-12-07 09:04:21-06,1,1,"The percentage change in average listings views on realtor.com from the same month in the previous year.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
LLSNYL,2021-12-11,2021-12-11,"Allowance for Loan and Lease Losses for Commercial Banks with Assets under $5B in New York-Newark-Jersey City, NY-NJ-PA (MSA) (DISCONTINUED)",1989-01-01,2020-07-01,Quarterly,Q,Thousands of Dollars,Thous. of $,Not Seasonally Adjusted,NSA,2020-12-10 14:49:45-06,1,1,"This series is discontinued and will no longer be updated. Additional consolidated data is available on the FDIC's Bank Data and Statistics (https://www.fdic.gov/bank/statistical/).

This series represents Allowance for Loan and Lease Losses call item RCFD3123.

The asset class is determined by using Total Assets call item RCFD2170 less than or equal to $5B. Geographic location is determined by Abbreviated State Name call item RSSD9200 and County Code call item RSSD9150, which is mapped to the proper Core Based Statistical Area (CBSA) defined by the Office of Management and Budget (OMB).

Users are advised to use the Federal Reserve Board of Governors' data dictionary (https://www.federalreserve.gov/apps/mdrm/data-dictionary) to retrieve detailed information for specific call items.

This series is calculated by the Federal Reserve Bank of St. Louis using raw data that are collected by the FFIEC. Raw data can be found at https://cdr.ffiec.gov/public/.","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
LLSRNYL,2021-12-11,2021-12-11,"Loan Loss Reserve to Total Loans for Commercial Banks with Assets under $5B in New York-Newark-Jersey City, NY-NJ-PA (MSA) (DISCONTINUED)",1989-01-01,2020-07-01,"Quarterly, End of Quarter",Q,Percent,%,Not Seasonally Adjusted,NSA,2020-12-10 14:51:25-06,1,1,"This series is discontinued and will no longer be updated. Additional consolidated data is available on the FDIC's Bank Data and Statistics (https://www.fdic.gov/bank/statistical/).

This series is constructed as ratio of Allowance for Loan and Lease Losses call item RCFD3123 to Quarterly Average of Total Loans call item RCFD3360.
The asset class is determined by using Total Assets call item RCFD2170 less than or equal to $5B. Geographic location is determined by Abbreviated State Name call item RSSD9200 and County Code call item RSSD9150, which is mapped to the proper Core Based Statistical Area (CBSA) defined by the Office of Management and Budget (OMB).

Users are advised to use the Federal Reserve Board of Governors' data dictionary (https://www.federalreserve.gov/apps/mdrm/data-dictionary) to retrieve detailed information for specific call items.

This series is calculated by the Federal Reserve Bank of St. Louis using raw data that are collected by the FFIEC. Raw data can be found at https://cdr.ffiec.gov/public/.","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDAONMAMMMSA35620,2021-12-11,2021-12-11,"Market Hotness: Median Days on Market in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2018-08-01,2021-11-01,Monthly,M,Percent Change,% Chg.,Not Seasonally Adjusted,NSA,2021-12-07 09:03:42-06,1,1,"The percent change in days in the median number of days on market for listings in a given geography from the previous month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDAONMAMSA35620,2021-12-11,2021-12-11,"Market Hotness: Median Days on Market in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-08-01,2021-11-01,Monthly,M,Days,Days,Not Seasonally Adjusted,NSA,2021-12-02 16:22:53-06,1,1,"The median number of days on market of listings in a given geography during the specified month (calculated from list date to closing, pending, or off-market date depending on data availability).

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDAONMAYYMSA35620,2021-12-11,2021-12-11,"Market Hotness: Median Days on Market in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2018-08-01,2021-11-01,Monthly,M,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2021-12-07 09:02:35-06,1,1,"The percent change in days in the median number of days on market for listings in a given geography from the same month in the previous year.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDDAYONMAR35620,2021-12-11,2021-12-11,"Housing Inventory: Median Days on Market in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 18:07:42-06,1,1,"The median number of days property listings spend on the market in a given geography during the specified month (calculated from list date to closing, pending, or off-market date depending on data availability).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDDAYONMARMM35620,2021-12-11,2021-12-11,"Housing Inventory: Median Days on Market Month-Over-Month in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:20:30-06,1,1,"The median number of days property listings spend on the market in a given geography during the specified month (calculated from list date to closing, pending, or off-market date depending on data availability).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDDAYONMARYY35620,2021-12-11,2021-12-11,"Housing Inventory: Median Days on Market Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:21:06-06,1,1,"The median number of days property listings spend on the market in a given geography during the specified month (calculated from list date to closing, pending, or off-market date depending on data availability).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDLISPRI35620,2021-12-11,2021-12-11,"Housing Inventory: Median Listing Price in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2016-07-01,2021-11-01,Monthly,M,U.S. Dollars,U.S. $,Not Seasonally Adjusted,NSA,2021-12-06 16:44:04-06,5,5,The median listing price in a given market during the specified month.,"New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDLISPRIMM35620,2021-12-11,2021-12-11,"Housing Inventory: Median Listing Price Month-Over-Month in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:20:05-06,1,1,The median listing price in a given market during the specified month.,"New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDLISPRIPERSQUFEE35620,2021-12-11,2021-12-11,"Housing Inventory: Median Listing Price per Square Feet in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2016-07-01,2021-11-01,Monthly,M,U.S. Dollars,U.S. $,Not Seasonally Adjusted,NSA,2021-12-07 16:39:02-06,4,4,The median listing price per square foot in a given market during the specified month.,"New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDLISPRIPERSQUFEEMM35620,2021-12-11,2021-12-11,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:17:31-06,1,1,The median listing price per square foot in a given market during the specified month.,"New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDLISPRIPERSQUFEEYY35620,2021-12-11,2021-12-11,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:16:47-06,1,1,The median listing price per square foot in a given market during the specified month.,"New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDLISPRIYY35620,2021-12-11,2021-12-11,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:00:04-06,1,1,The median listing price in a given market during the specified month.,"New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDOMMDAMSA35620,2021-12-11,2021-12-11,"Market Hotness: Median Days on Market in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2018-08-01,2021-11-01,Monthly,M,Change,Chg.,Not Seasonally Adjusted,NSA,2021-12-07 09:01:57-06,1,1,"The level change in days in the median number of days on market for listings in a given geography from the previous month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDOVSUSMSA35620,2021-12-11,2021-12-11,"Market Hotness: Median Days on Market Versus the United States in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-08-01,2021-11-01,Monthly,M,Ratio,Ratio,Not Seasonally Adjusted,NSA,2021-12-07 09:01:55-06,1,1,"The median days on market in the specified geography divided by the median days on market for the US overall during the same month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDOYYDAMSA35620,2021-12-11,2021-12-11,"Market Hotness: Median Days on Market Day in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2018-08-01,2021-11-01,Monthly,M,Change,Chg.,Not Seasonally Adjusted,NSA,2021-12-07 09:00:45-06,1,1,"The level change in days in the median number of days on market for listings in a given geography from the same month in the previous year.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDSQUFEE35620,2021-12-11,2021-12-11,"Housing Inventory: Median Home Size in Square Feet in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-07 17:15:24-06,1,1,The median home size in square feet for listings in a given market during the specified month.,"New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDSQUFEEMM35620,2021-12-11,2021-12-11,"Housing Inventory: Median Home Size in Square Feet Month-Over-Month in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:15:59-06,1,1,The median home size in square feet for listings in a given market during the specified month.,"New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MEDSQUFEEYY35620,2021-12-11,2021-12-11,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:10:34-06,1,1,The median home size in square feet for listings in a given market during the specified month.,"New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MELIPRMMMSA35620,2021-12-11,2021-12-11,"Market Hotness: Median Listing Price in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2018-08-01,2021-11-01,Monthly,M,Percent Change,% Chg.,Not Seasonally Adjusted,NSA,2021-12-07 08:59:12-06,1,1,"The percentage change in the median listing price from the previous month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MELIPRMSA35620,2021-12-11,2021-12-11,"Market Hotness: Median Listing Price in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-08-01,2021-11-01,Monthly,M,U.S. Dollars,U.S. $,Not Seasonally Adjusted,NSA,2021-12-02 16:18:33-06,1,1,"The median listing price for a market during the specified month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MELIPRVSUSMSA35620,2021-12-11,2021-12-11,"Market Hotness: Median Listing Price Versus the United States in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-08-01,2021-11-01,Monthly,M,Ratio,Ratio,Not Seasonally Adjusted,NSA,2021-12-02 16:17:14-06,1,1,"The median listing price for a given market divided by the median listing price for the US overall.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
MELIPRYYMSA35620,2021-12-11,2021-12-11,"Market Hotness: Median Listing Price in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2018-08-01,2021-11-01,Monthly,M,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2021-12-02 16:16:12-06,1,1,"The percentage change in the median listing price from the same month in the previous year.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
NEWLISCOU35620,2021-12-11,2021-12-11,"Housing Inventory: New Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 16:44:05-06,2,2,The count of new listings added to the market in a given geography during the month.,"New York-Newark-Jersey City, NY-NJ-PA",New York,NY
NEWLISCOUMM35620,2021-12-11,2021-12-11,"Housing Inventory: New Listing Count Month-Over-Month in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 17:58:30-06,1,1,The count of new listings added to the market in a given geography during the month.,"New York-Newark-Jersey City, NY-NJ-PA",New York,NY
NEWLISCOUYY35620,2021-12-11,2021-12-11,"Housing Inventory: New Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 17:59:42-06,1,1,The count of new listings added to the market in a given geography during the month.,"New York-Newark-Jersey City, NY-NJ-PA",New York,NY
NEWY636BP1FH,2021-12-11,2021-12-11,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for New York-Newark-Jersey City, NY-NJ-PA (MSA)",1988-01-01,2021-10-01,Monthly,M,Units,Units,Not Seasonally Adjusted,NSA,2021-11-24 08:02:02-06,2,7,"This series represents the total number of building permits for 1-unit structure types. The 1-unit structure type is a single-family home or house. A single-family home or house types include fully detached, semidetached (semidetached, side-by-side), row houses, and townhouses. For attached units, each must be separated from the adjacent unit by a ground-to-roof wall in order to be classified as a single-family structure. These units also must not share heating/air-conditioning systems or utilities. Units built on top of one another and those built side-by-side that do not have a ground-to-roof wall and/or have common facilities (i.e., attic, basement, heating plant, plumbing, etc.) are not included under single-family structures.

The Saint Louis Federal Reserve Bank uses the most recent Metropolitan Statistical Area definitions released by the Office of Management and Budget. For more information on specific definitions visit here (https://census.gov/programs-surveys/metro-micro.html).","New York-Newark-Jersey City, NY-NJ-PA",New York,NY
